LicenceNo,LicenceType,PremisesName,Licensee,Address1,Address2,Suburb,Postcode
33757054,Pre-retail Licence,EFFEN ENTERPRISES,EFFEN ENTERPRISES PTY LTD,,,[Not applicable] -,0
33757062,Pre-retail Licence,FRATELLI WINE COMPANY,FRATELLI WINE COMPANY PTY LTD,,,[Not applicable] -,0
33757070,Pre-retail Licence,BETTER BEER,BETTER BEER PTY LTD,,,[Not applicable] -,0
33757096,Pre-retail Licence,SEVEN SEAS ASIA,XIAO YING ZHANG,,,[Not applicable] -,0
33757101,Pre-retail Licence,ANDREW BARR WINE,ANDREW BARR WINE PTY LTD,,,[Not applicable] -,0
33757119,Pre-retail Licence,BELLARINE BREWING COMPANY,BELLARINE BREWING COMPANY PTY LTD,,,[Not applicable] -,0
33757135,Pre-retail Licence,SWEETWATER BREWING COMPANY,SWEETWATER BREWING COMPANY PTY LTD,,,[Not applicable] -,0
33757143,Pre-retail Licence,CONTRACT WINE SOLUTIONS,CONTRACT WINE SOLUTIONS PTY LTD,,,[Not applicable] -,0
33757151,Pre-retail Licence,T & Y LIQUOR,T & Y DEFA PTY LTD,,,[Not applicable] -,0
33757169,Pre-retail Licence,,SHAG AUSTRALIA PTY LTD,,,[Not applicable] -,0
33757185,Pre-retail Licence,HOUDINI WINES,GJ & HE RUSSO HOLDINGS (AUST) PTY LTD,,,[Not applicable] -,0
33757208,Pre-retail Licence,ABERCROMBY & KELLY WINE COMPANY,JOHN BARRETT FELLOWS,,,[Not applicable] -,0
33757224,Pre-retail Licence,CAFE ARMENIA,VAHE SARGSYAN,,,[Not applicable] -,0
33757258,Pre-retail Licence,O'BRIEN BREWING,O'BRIEN BREWING PTY LTD,,,[Not applicable] -,0
33757266,Pre-retail Licence,JENBRAY FOODS,JENBRAY FOODS PTY LTD,,,[Not applicable] -,0
33757274,Pre-retail Licence,CINQUE ETOILES,ADAM NICHOLAS DIAMOND,,,[Not applicable] -,0
33757282,Pre-retail Licence,SKALAK,SUNPHARM PTY LTD,,,[Not applicable] -,0
33757290,Pre-retail Licence,VINIFICATION,ANDREW CLARKE,,,[Not applicable] -,0
33757305,Pre-retail Licence,WINE SECRETS,WINE SECRETS PTY LTD,,,[Not applicable] -,0
33757339,Pre-retail Licence,BIRDWOODTON ESTATE,IAN RICHARD KIRKWOOD SLUITER,,,[Not applicable] -,0
33757347,Pre-retail Licence,JIELI JIALI (AUSTRALIA),JIELI JIALI (AUSTRALIA) PTY LTD,,,[Not applicable] -,0
33757363,Pre-retail Licence,FLYING HORSE BAR & BREWERY,FLYING HORSE BAR & BREWERY PTY LTD,,,[Not applicable] -,0
33757371,Pre-retail Licence,VIVIAN LE,VIVIAN LE,,,[Not applicable] -,0
33757389,Pre-retail Licence,FIREBRAND WINE,FIREBRAND WINE PTY LTD,,,[Not applicable] -,0
33757397,Pre-retail Licence,MASSONI WINES,MASSONI WINES PTY LTD,,,[Not applicable] -,0
33757402,Pre-retail Licence,ALVI,ALVI PTY LTD,,,[Not applicable] -,0
33757410,Pre-retail Licence,EUROS BEST IMPORTS,VIDAN PETRUSEV,,,[Not applicable] -,0
33757428,Pre-retail Licence,SHUEY SHING,SHUEY SHING PTY LTD,,,[Not applicable] -,0
33757436,Pre-retail Licence,ZARUS LIQUOR COMPANY,ZARUS PTY LTD,,,[Not applicable] -,0
33757444,Pre-retail Licence,CRICKETERS BREWING INTERNATIONAL,RAYMOND SCOTT,,,[Not applicable] -,0
33757452,Pre-retail Licence,AMRAC FINE WINE WHOLESALERS & DISTRIBUTORS,AMRAC FINE WINE PTY LTD,,,[Not applicable] -,0
33757478,Pre-retail Licence,,SKIPTON FALLS PTY LTD,,,[Not applicable] -,0
33757486,Pre-retail Licence,SODA MAN,SODA MAN PTY LTD,,,[Not applicable] -,0
33757494,Pre-retail Licence,STRATOS DISTRIBUTION,STRATOS TALIMANIDIS,,,[Not applicable] -,0
33757517,Pre-retail Licence,GREAT ALPINE LIQUEURS,CHERIE WALKDEN,,,[Not applicable] -,0
33757525,Pre-retail Licence,GREAT FORTUNE INTERNATIONAL,GREAT FORTUNE INTERNATIONAL PTY LTD,,,[Not applicable] -,0
33757533,Pre-retail Licence,TRADE LOOP INTERNATIONAL,TRADE LOOP INTERNATIONAL PTY LTD,,,[Not applicable] -,0
33757541,Pre-retail Licence,MT CAMEL ESTATE WINES,GIUSEPPE AIELLO,,,[Not applicable] -,0
33757559,Pre-retail Licence,ITALIAN MADE,GREG HERBERT KNAPPSTEIN,,,[Not applicable] -,0
33757567,Pre-retail Licence,ACHILLES KALANIS,ACHILLES KALANIS,,,[Not applicable] -,0
33757575,Pre-retail Licence,MACPHEES,MACPHEES PTY LTD,,,[Not applicable] -,0
33757583,Pre-retail Licence,PLATINUM LIQUOR,BUFFDALE GROVE PTY LTD,,,[Not applicable] -,0
33757591,Pre-retail Licence,CAMPBELLS CASH & CARRY,CAMPBELLS CASH & CARRY PTY LIMITED,,,[Not applicable] -,0
33757606,Pre-retail Licence,YUMMY WINES,DB ADMINISTRATIVE CONSULTING PTY LTD,,,[Not applicable] -,0
33757614,Pre-retail Licence,MARESIAS,MARESIAS PTY LTD,,,[Not applicable] -,0
33757622,Pre-retail Licence,WEATHERILL'S WHOLESALE WINES,ROBERT LAWRENCE WEATHERILL,,,[Not applicable] -,0
33757630,Pre-retail Licence,PIEDMONT FINE WINES,NATHAN MORRISON,,,[Not applicable] -,0
33757648,Pre-retail Licence,OUTLANDISH IMPORTS,GEOFFREY MALCOLM CAIN,,,[Not applicable] -,0
33757656,Pre-retail Licence,UMAMI WINES,EDWARD MCDOUGALL,,,[Not applicable] -,0
33757664,Pre-retail Licence,GRANDE WINES,FERGELL PTY LTD,,,[Not applicable] -,0
33757672,Pre-retail Licence,BEDE DOHERTY & ASSOCIATES,PETER JOHN BEDE DOHERTY,,,[Not applicable] -,0
33757698,Pre-retail Licence,HORSFALL'S CARDROSS VINEYARD,HORSFALL'S CARDROSS VINEYARD PTY LTD,,,[Not applicable] -,0
33757703,Pre-retail Licence,BASILS FARM,WILLIAM JAMES MCMECKAN,,,[Not applicable] -,0
33757711,Pre-retail Licence,POGUE VINEYARD JOINT VENTURE,EASTCOAST CELLARS PTY LTD,,,[Not applicable] -,0
33757729,Pre-retail Licence,THE ROSS DUKE WINE COMPANY PTY LTD,THE ROSS DUKE WINE COMPANY PTY LTD,,,[Not applicable] -,0
33757737,Pre-retail Licence,CASSELS WINES,TOPGROW PTY LTD,,,[Not applicable] -,0
33757745,Pre-retail Licence,BARLEYCORN BREWERS,CVL INVESTMENTS PTY LTD,,,[Not applicable] -,0
33757753,Pre-retail Licence,MOVIDA WHOLESALE,MOVIDA WHOLESALE PTY LTD,,,[Not applicable] -,0
33757761,Pre-retail Licence,KIM SPIRIT,KIM NGOC TRAN,,,[Not applicable] -,0
33757779,Pre-retail Licence,AUSLAND BEVERAGES,AUSLAND INVESTMENT GROUP PTY LTD,,,[Not applicable] -,0
33757787,Pre-retail Licence,COMMODITY TRADERS AUSTRALIA PTY LTD,COMMODITY TRADERS AUSTRALIA PTY LTD,,,[Not applicable] -,0
33757795,Pre-retail Licence,SYNCHRO HOLDINGS,SYNCHRO HOLDINGS PTY LTD,,,[Not applicable] -,0
33757800,Pre-retail Licence,TERRA FELIX PTY LTD,TERRA FELIX PTY LTD,,,[Not applicable] -,0
33757818,Pre-retail Licence,FLYING TREE BREWERY,INDIGO SANDS PTY LTD,,,[Not applicable] -,0
33757826,Pre-retail Licence,A & P WHOLESALE,A & P WHOLESALE PTY LTD,,,[Not applicable] -,0
33757834,Pre-retail Licence,ID EST,MARK GERARD SIEBERT,,,[Not applicable] -,0
33757850,Pre-retail Licence,ICON BRANDS,AUSTRALIAN VINTAGE (DOMESTIC) PTY LTD,,,[Not applicable] -,0
33757868,Pre-retail Licence,CLOUD 9 BAR AND LOUNGE,GORGE CAMORRA,,,[Not applicable] -,0
33757876,Pre-retail Licence,DAVIDSON BEVERAGES,DAVIDSON BEVERAGES PTY LTD,,,[Not applicable] -,0
33757884,Pre-retail Licence,APOLLO BAY MUSIC FESTIVAL INC,APOLLO BAY MUSIC FESTIVAL INC,,,[Not applicable] -,0
33757892,Pre-retail Licence,PURE DISTILLERY COMPANY,PURE DISTILLERY COMPANY PTY LTD,,,[Not applicable] -,0
33757907,Pre-retail Licence,AHN PTY LTD,AHN PTY LTD,,,[Not applicable] -,0
33757915,Pre-retail Licence,PHIL MCGRATH FINE WINES,PHIL MCGRATH FINE WINES PTY LTD,,,[Not applicable] -,0
33757931,Pre-retail Licence,KISS IMPORTS & BEVERAGES,ARTHUR RYBKA,,,[Not applicable] -,0
33757957,Pre-retail Licence,ARCTIC FOX BREWING PTY LTD,ARCTIC FOX BREWING PTY LTD,,,[Not applicable] -,0
33757965,Pre-retail Licence,ST JAMES WINE PTY LTD,ST JAMES WINE PTY LTD,,,[Not applicable] -,0
33757973,Pre-retail Licence,TO BE ADVISED,ELEVAGE WINE MAKERS & MERCHANTS PTY LTD,,,[Not applicable] -,0
33757981,Pre-retail Licence,THREE TROUPERS BREWERY,D & M TROUP PTY LTD,,,[Not applicable] -,0
33757999,Pre-retail Licence,OAKDENE VINEYARDS,BERNARD THOMAS HOOLEY,,,[Not applicable] -,0
33758018,Pre-retail Licence,HOSPITALITY TRADER,HOSPITALITY TRADER PTY LTD,,,[Not applicable] -,0
33758026,Pre-retail Licence,B2D MARKETING GROUP,ERIC DANI,,,[Not applicable] -,0
33758034,Pre-retail Licence,3MF,3MF PTY LTD,,,[Not applicable] -,0
33758042,Pre-retail Licence,AUSTRALIA DUTY FREE SUPPLY (WHOLESALE & RETAIL),PARKER LEE & COMPANY PTY LTD,,,[Not applicable] -,0
33758068,Pre-retail Licence,SINGHAUS PTY LTD,SINGHAUS PTY LTD,,,[Not applicable] -,0
33758076,Pre-retail Licence,CHERRY TREE HOTEL,JUSTIN TRAIL,,,[Not applicable] -,0
33758084,Pre-retail Licence,ARO-IFS,ARO-IFS PTY LTD,,,[Not applicable] -,0
33758092,Pre-retail Licence,AUSTRALIAN WINE PACKAGING,BOONDY PTY LTD,,,[Not applicable] -,0
33758107,Pre-retail Licence,,ALI MUSTAFA,,,[Not applicable] -,0
33758115,Pre-retail Licence,OATLEY WINES,OATLEY FAMILY WINES PTY LTD,,,[Not applicable] -,0
33758123,Pre-retail Licence,HERBAL LORE LIQEURS,SACRED TEMPTATIONS PTY LTD,,,[Not applicable] -,0
33758131,Pre-retail Licence,,PAUL MOTA,,,[Not applicable] -,0
33758149,Pre-retail Licence,3 JOKERS PTY LTD,3 JOKERS PTY LTD,,,[Not applicable] -,0
33758157,Pre-retail Licence,ICONIC SPIRITS,ICONIC SPIRITS PTY LTD,,,[Not applicable] -,0
33758165,Pre-retail Licence,BRENDAN BUNTING,BRENDAN BUNTING,,,[Not applicable] -,0
33758181,Pre-retail Licence,NEW WORLD AUSTRALIA,NEW WORLD AUSTRALIA PTY LTD,,,[Not applicable] -,0
33758199,Pre-retail Licence,TWO CREEKS VINEYARD,MICHAEL JAMES FITZSIMMONS,,,[Not applicable] -,0
33758204,Pre-retail Licence,KREGLINGER (AUSTRALIA),KREGLINGER (AUSTRALIA) PTY LTD,,,[Not applicable] -,0
33758212,Pre-retail Licence,NO CHOI TRADING,IL-HYUNG NO,,,[Not applicable] -,0
33758220,Pre-retail Licence,WINE BOX WAREHOUSE,WINE BOX WAREHOUSE PTY LTD,,,[Not applicable] -,0
33758238,Pre-retail Licence,VINO BAMBINO,WINECART PTY LTD,,,[Not applicable] -,0
33758246,Pre-retail Licence,NOLAN VINEYARD,NOLAN VINEYARD PTY LTD,,,[Not applicable] -,0
33758262,Pre-retail Licence,RATHBONE WINE GROUP,RATHBONE WINE GROUP PTY LTD,,,[Not applicable] -,0
33758270,Pre-retail Licence,DAINTY FOOD AUSTRALIA,DAINTY FOOD AUSTRALIA PTY LTD,,,[Not applicable] -,0
33758288,Pre-retail Licence,CIGNALL BOX HILL,GOLDEN REALM PTY LTD,,,[Not applicable] -,0
33758296,Pre-retail Licence,COLONIAL WINES,DOMENIC GALATI,,,[Not applicable] -,0
33758301,Pre-retail Licence,TOOBORAC HOTEL,CARLIN GROUP PTY LTD,,,[Not applicable] -,0
33758319,Pre-retail Licence,MURPHY WINES,ARRAN MURPHY,,,[Not applicable] -,0
33758327,Pre-retail Licence,HALLE AUX VINS,OPTIMEL PTY LTD,,,[Not applicable] -,0
33758335,Pre-retail Licence,TUCKERS VINEYARD,ROBERT LLOYD TUCKER,,,[Not applicable] -,0
33758343,Pre-retail Licence,BWR LIQUOR SUPPLIES,BILL XIE,,,[Not applicable] -,0
33758351,Pre-retail Licence,BY THE BOTTLE,BY THE BOTTLE PTY LTD,,,[Not applicable] -,0
33758369,Pre-retail Licence,KONRAD & CO AUSTRALIA,KONRAD & CO AUSTRALIA PTY LTD,,,[Not applicable] -,0
33758377,Pre-retail Licence,SKIPPING RABBIT WINES,LUKE BOUCHER,,,[Not applicable] -,0
33758393,Pre-retail Licence,APW INTERNATIONAL,APW INTERNATIONAL PTY LTD,,,[Not applicable] -,0
33758408,Pre-retail Licence,BELLINGHAM ESTATE,SELATON PTY LTD,,,[Not applicable] -,0
33758416,Pre-retail Licence,ELKCENTRIK,ALNIS HARRY DRUVA,,,[Not applicable] -,0
33758424,Pre-retail Licence,BLOOBS,BLOOBS PTY LTD,,,[Not applicable] -,0
33758432,Pre-retail Licence,WESTRALIAN NOMINEES,WESTRALIAN NOMINEES PTY LTD,,,[Not applicable] -,0
33758440,Pre-retail Licence,CLEARWATER ESTATE,CLEARWATER ESTATE PTY LTD,,,[Not applicable] -,0
33758458,Pre-retail Licence,JINDONG ESTATES,JINDONG ESTATES PTY LTD,,,[Not applicable] -,0
33758466,Pre-retail Licence,LITRO,LITRO PTY LTD,,,[Not applicable] -,0
33758474,Pre-retail Licence,STEPHEN FITZMAURICE,STEPHEN FITZMAURICE,,,[Not applicable] -,0
33758482,Pre-retail Licence,PHILLIP ISLAND BREWERY,PHILLIP ISLAND BREWERY PTY LTD,,,[Not applicable] -,0
33758490,Pre-retail Licence,THE BLACKWOOD LANE,THE BLACKWOOD LANE PTY LTD,,,[Not applicable] -,0
33758505,Pre-retail Licence,SEALANE FOOD SERVICE,SEALANE (VIC) PTY LTD,,,[Not applicable] -,0
33758513,Pre-retail Licence,HDS WINE AUSTRALIA,HDS WINE AUSTRALIA PTY LTD,,,[Not applicable] -,0
33758521,Pre-retail Licence,MILDURA THEATRE BREWERY,MILDURA THEATRE BREWERY PTY LTD,,,[Not applicable] -,0
33758539,Pre-retail Licence,,SHANNON GEM PTY LTD,,,[Not applicable] -,0
33758547,Pre-retail Licence,SANTE WINES,SANTE WINES PTY LTD,,,[Not applicable] -,0
33758555,Pre-retail Licence,U-BREW-IT KEILOR PARK,PRADM PTY LTD,,,[Not applicable] -,0
33758563,Pre-retail Licence,WALLAS ENTERPRISES,RONALD WALLAS,,,[Not applicable] -,0
33758571,Pre-retail Licence,DNA WINE,DNA WINE PTY. LTD.,,,[Not applicable] -,0
33758589,Pre-retail Licence,GRANDE VINDIMA,MICHAEL WREN,,,[Not applicable] -,0
33758597,Pre-retail Licence,LEMON TIME,WALTER DE LAPS,,,[Not applicable] -,0
33758602,Pre-retail Licence,TOWER ROCK WINES,TOWER ROCK WINES PTY LTD,,,[Not applicable] -,0
33758610,Pre-retail Licence,PAKMAL,PAKMAL PTY LTD,,,[Not applicable] -,0
33758628,Pre-retail Licence,U-BREW IT ALBURY WODONGA,WODBREW PTY LTD,,,[Not applicable] -,0
33758636,Pre-retail Licence,CALCORP (AUSTRALIA) PTY LTD,CALCORP (AUSTRALIA) PTY LTD,,,[Not applicable] -,0
33758644,Pre-retail Licence,PLAN B WINES,PLAN B WINES PTY LTD,,,[Not applicable] -,0
33758652,Pre-retail Licence,AXEDALE WINES,ROBYN MAREE ROUNDS,,,[Not applicable] -,0
33758660,Pre-retail Licence,,TEA STATION PTY LTD,,,[Not applicable] -,0
33758678,Pre-retail Licence,PSD WHOLESALES,PSD WHOLESALES PTY. LTD.,,,[Not applicable] -,0
33758686,Pre-retail Licence,GALANIS WINES,GALANIS WINES PTY LTD,,,[Not applicable] -,0
33758694,Pre-retail Licence,MERRI RIVER WINE MERCHANTS,MERRI RIVER WINE MERCHANTS PTY LTD,,,[Not applicable] -,0
33758709,Pre-retail Licence,BOATROCKER,BOATROCKER PTY LTD,,,[Not applicable] -,0
33758717,Pre-retail Licence,EAGLET BROTHER GLOBAL TRADING,EAGLET BROTHER GLOBAL TRADING PTY. LTD.,,,[Not applicable] -,0
33758725,Pre-retail Licence,ZEDOTRON IMPORTS,ZEDOTRON IMPORTS PTY LTD,,,[Not applicable] -,0
33758741,Pre-retail Licence,JOHN PAUL DEVELOPMENTS (AUST) PTY LTD,JOHN PAUL DEVELOPMENTS (AUST) PTY LTD,,,[Not applicable] -,0
33758759,Pre-retail Licence,ASSAGGIO IMPORTS,THE GREEN VINEYARDS PTY LTD,,,[Not applicable] -,0
33758767,Pre-retail Licence,CP (WHOLESALE),CP (WHOLESALE) PTY LTD,,,[Not applicable] -,0
33758775,Pre-retail Licence,WL WHOLESALERS,WL WHOLESALERS PTY LTD,,,[Not applicable] -,0
33758783,Pre-retail Licence,BRITTEN WINE MERCHANTS,DOMINIC BRITTEN,,,[Not applicable] -,0
33758791,Pre-retail Licence,THE WINE PLACE,M.E.T. INVESTMENTS PTY LTD,,,[Not applicable] -,0
33758806,Pre-retail Licence,BROO,BROO PTY. LTD.,,,[Not applicable] -,0
33758814,Pre-retail Licence,CRUSH WINES,MATT SCHMIDT,,,[Not applicable] -,0
33758822,Pre-retail Licence,DIAVOLO PICCOLO,LITTLE DEVIL INVESTMENTS PTY LTD,,,[Not applicable] -,0
33758830,Pre-retail Licence,OHRID IMPORT/EXPORT LIQUOR,E S NOMINEES PTY LTD,,,[Not applicable] -,0
33758848,Pre-retail Licence,VINOTECA AUSTRALIS PTY LTD,VINOTECA AUSTRALIS PTY LTD,,,[Not applicable] -,0
33758856,Pre-retail Licence,BEERMASONS,BEERMASONS PTY LTD,,,[Not applicable] -,0
33758864,Pre-retail Licence,DAIQUIRI KING,DAIQUIRI KING PTY LTD,,,[Not applicable] -,0
33758872,Pre-retail Licence,TIERRA NUEVA,TIERRA NUEVA PTY LTD,,,[Not applicable] -,0
33758880,Pre-retail Licence,ABEL WINE,SHANE BARRETT,,,[Not applicable] -,0
33758898,Pre-retail Licence,KLOKAN IMPORTS,KLOKAN IMPORTS PTY LTD,,,[Not applicable] -,0
33758903,Pre-retail Licence,RYAN WHOLESALE WINES,RYAN WHOLESALE WINES PTY LTD,,,[Not applicable] -,0
33758911,Pre-retail Licence,ENTWINED ENTERPRISES AUSTRALIA,MARTIN SZAKAL,,,[Not applicable] -,0
33758929,Pre-retail Licence,GIPPSLAND CHEESE,DERRICK NOMINEES PTY LTD,,,[Not applicable] -,0
33758937,Pre-retail Licence,HANGING ROCK WINE DISTRIBUTORS,HANGING ROCK WINE DISTRIBUTORS PTY LTD,,,[Not applicable] -,0
33758945,Pre-retail Licence,GREAT BOOZE,CATHERINE WILLCOCK,,,[Not applicable] -,0
33758953,Pre-retail Licence,MURPHY WINES,ARRAN MURPHY,,,[Not applicable] -,0
33758961,Pre-retail Licence,PUT A CORK IN IT PTY LTD,PUT A CORK IN IT PTY LTD,,,[Not applicable] -,0
33758979,Pre-retail Licence,RED POSTS VINEYARD,PETER SZTOGRYN,,,[Not applicable] -,0
33758987,Pre-retail Licence,TRANTER ROAD WINES,TRANTER ROAD WINES PTY LTD,,,[Not applicable] -,0
33758995,Pre-retail Licence,LINDSAY FAMILY CELLARS LTD,LINDSAY FAMILY CELLARS LTD,,,[Not applicable] -,0
33759006,Pre-retail Licence,PACIFIC OZ-TRALASIA,PACIFIC OZ-TRALASIA PTY LTD,,,[Not applicable] -,0
33759014,Pre-retail Licence,VRANKEN POMMERY AUSTRALIA,VRANKEN POMMERY AUSTRALIA PTY LTD,,,[Not applicable] -,0
33759022,Pre-retail Licence,GROGON,KANE JACKSON,,,[Not applicable] -,0
33759030,Pre-retail Licence,COSMOPOLITAN FOODS,ARFOODS PTY LTD,,,[Not applicable] -,0
33759048,Pre-retail Licence,KJA INTERNATIONAL LIQUOR,KJA INTERNATIONAL LIQUOR PTY LTD,,,[Not applicable] -,0
33759056,Pre-retail Licence,VINOLOGISTICS,VINOLOGISTICS PTY LTD,,,[Not applicable] -,0
33759064,Pre-retail Licence,DO BOTTLE SHOP,QUANG VINH DO,,,[Not applicable] -,0
33759072,Pre-retail Licence,TONINO LAMBORGHINI CAFFE,D.F. PRESTIGE PRODUCTS PTY LTD,,,[Not applicable] -,0
33759080,Pre-retail Licence,THIRSTATION LIQUOR WHOLESALERS,THIRSTATION PTY. LTD.,,,[Not applicable] -,0
33759098,Pre-retail Licence,FOURTH WAVE WINE PARTNERS,FOURTH WAVE WINE PARTNERS PTY LTD,,,[Not applicable] -,0
33759103,Pre-retail Licence,PENINSULA POINT WINES,PENINSULA POINT WINES PTY LTD,,,[Not applicable] -,0
33759111,Pre-retail Licence,FRANCE IN A BOTTLE,FOSRO PTY LTD,,,[Not applicable] -,0
33759129,Pre-retail Licence,BRAVADO BEVERAGES,GRANT BARRY JOHN CARNE,,,[Not applicable] -,0
33759137,Pre-retail Licence,VISAGE WINES,VISAGE DIRECTIONS PTY LTD,,,[Not applicable] -,0
33759145,Pre-retail Licence,GOODHEADBEER,GOODHEADBEER COMPANY PTY LTD,,,[Not applicable] -,0
33759153,Pre-retail Licence,BEACON BREWING CO,DANIEL JOHN CUNNINGHAM,,,[Not applicable] -,0
33759161,Pre-retail Licence,BOX GROVE VINEYARD,SARAH BEAUMONT,,,[Not applicable] -,0
33759179,Pre-retail Licence,MENOL BREWERY,LAKESIDE PACKAGING PTY LTD,,,[Not applicable] -,0
33759187,Pre-retail Licence,FERNANDO ESTATES WINES,FERNANDO ESTATES WINE PTY LTD,,,[Not applicable] -,0
33759195,Pre-retail Licence,MICHAEL DIMELOW WHOLESALES AND DISTRIBUTION,MICHAEL JOHN DIMELOW,,,[Not applicable] -,0
33759200,Pre-retail Licence,BLACK BETTY BREW HOUSE,BLACK BETTY BREW HOUSE PTY LTD,,,[Not applicable] -,0
33759218,Pre-retail Licence,HERMANS FOODS,HERMANS FOODS PTY LTD,,,[Not applicable] -,0
33759226,Pre-retail Licence,JESSICA LENNIE,JESSICA LAUREN LENNIE,,,[Not applicable] -,0
33759234,Pre-retail Licence,AUSTRALIAN COUNTRY FOOD AND WINE,AUSTRALIAN COUNTRY FOOD AND WINE PTY LTD,,,[Not applicable] -,0
33759242,Pre-retail Licence,MORNINGTON PENINSULA BREWERY,MORNINGTON PENINSULA BREWERY PTY LTD,,,[Not applicable] -,0
33759250,Pre-retail Licence,BLACK HEART,BLACK HEART PTY LTD,,,[Not applicable] -,0
33759276,Pre-retail Licence,TRUE SOUTH,THE BAYSIDE BREWING CO PTY LTD,,,[Not applicable] -,0
33759284,Pre-retail Licence,,J.H. & P.J. WINE HOLDINGS PTY LTD,,,[Not applicable] -,0
33751799,Pre-retail Licence,THE SPANISH ACQUISITION,SCOTT WASLEY,,,NORTH MELBOURNE,3051
36057801,Limited Licence,OLD WORLD WINES,OLD WORLD WINES PTY LTD,,,,3144
32400913,Vigneron's Licence,CRAWFORD RIVER WINES,CRAWFORD RIVER WINES PTY LTD,,,CONDAH,3303
31905790,General Licence,FRENCHMAN'S INN HOTEL,BRIAN JAMES BABINGTON ARMSTRONG,,,CRESSY,3322
31908120,General Licence,LITTLE HARD HILLS HOTEL,FERDINANDUS KOELEMAN,,,ENFIELD,3352
32105050,Full Club Licence (prev. Club Licence),DIMBOOLA GOLF CLUB,DIMBOOLA GOLF CLUB,,,DIMBOOLA,3414
32401236,Vigneron's Licence,DALWHINNIE WINERY,DALWHINNIE WINES PTY LTD,,,MOONAMBEL VIA AVOCA,3467
32400612,Vigneron's Licence,PYRENEES WINES,LUIGI BAZZANI,,,MOONAMBEL,3478
33700683,Pre-retail Licence,MERBEIN PACKAGING,AUSTRALIAN VINTAGE LTD.,,,MERBEIN,3505
31411678,Restricted Club Licence,MANANGATANG GOLF CLUB,MANANGATANG GOLF CLUB INC,,,MANANGATANG,3546
36055647,Limited Licence,WINE VILLAGE,WINE VILLAGE PTY LTD,,,BENDIGO,3552
31904786,General Licence,DROVERS ARMS HOTEL,HARRY R BREWER,,,GOORNONG,3557
31411262,Restricted Club Licence,DINGEE BOWLING CLUB,DINGEE BOWLING CLUB INC,,,DINGEE,3571
32400141,Vigneron's Licence,TAHBILK WINERY,TAHBILK PTY. LTD.,,,TABILK,3608
32400078,Vigneron's Licence,BAILEYS OF GLENROWAN,FOSTER'S WINE ESTATES LIMITED,,,TAMINICK VIA GLENROWAN,3675
32400044,Vigneron's Licence,MIA MIA VINEYARD,MORRIS WINES PTY LTD,,,BROWN'S PLAINS,3685
32400125,Vigneron's Licence,CAMPBELLS RUTHERGLEN WINES,BOBBIE BURNS PTY LTD,,,RUTHERGLEN,3685
32401202,Vigneron's Licence,PFEIFFER WINES,CHRISTOPHER M PFEIFFER,,,WAHGUNYAH,3687
31130379,BYO Permit,COSELA ALPINE CLUB,COSELA ALPINE CLUB INC,,,FALLS CREEK,3699
31104938,BYO Permit,TALLANGATTA VALLEY GOLF CLUB,TALLANGATTA VALLEY GOLF CLUB,,,TALLANGATTA VALLEY,3701
32400442,Vigneron's Licence,YERINGBERG,YERINGBERG PTY LTD,,,COLDSTREAM,3770
31220077,BYO Permit,GREEN GABLES CHALET,FRANK KURKA,,,WARBURTON,3799
31902996,General Licence,COMMERCIAL HOTEL,SIXTEENTH TOBA PTY LTD,,,BENDOC,3888
31900978,General Licence,BEMM RIVER HOTEL,B.T & R.F SHAW PTY LTD,,,BEMM RIVER,3889
32001719,Packaged Liquor,SWIFT'S CREEK STORE,RICHARD KENNETH DARBY,,,SWIFTS CREEK,3896
32002618,Packaged Liquor,RITCHIES SHEPPARTON,RITCHIES STORES PTY LTD,,210-216 CORIO STREET,SHEPPARTON,3630
32278390,On-Premises Licence,TACO BILL MEXICAN RESTAURANT KENSINGTON,TACO 2 PTY LTD,,459 MACAULAY ROAD,KENSINGTON,3031
32006604,Packaged Liquor,SAFEWAY,WOOLWORTHS LIMITED,,CANTERBURY RD,FOREST HILL,3131
31119234,BYO Permit,LATROBE VALLEY YACHT CLUB,SECRETARY,,HAZELWOOD PONDAGE,YINNAR,3869
32237182,On-Premises Licence,MONASH UNIVERSITY,MONASH UNIVERSITY,,WELLINGTON ROAD,CLAYTON,3168
36061842,Limited Licence,SEQUOIA CATERING,CLARE JOHANNA ESHUYS,"""ALTON""",239 ALTON ROAD,MOUNT MACEDON,3441
36070841,Limited Licence,PENINSULA BREWERY,PENINSULA BREWERY PTY LTD,"""AMBERLEE""",306 JETTY ROAD,ROSEBUD,3939
36077801,Limited Licence,K J A INTERNATIONAL EXPORTS AND IMPORTS,K.J.A. INTERNATIONAL EXPORTS & IMPORTS PTY LTD,"""AURORA"" SUITE 1507",582 ST KILDA ROAD,MELBOURNE,3004
32420230,Vigneron's Licence,WILDWOOD VINEYARDS,WAYNE GLENN STOTT,"""BUSHY PARK""",LOT 9 ST. JOHNS LANE,BULLA,3428
32281911,On-Premises Licence,EMERALD BANK CAFE,CADELL CATERING PTY LTD,"""EMERALD BANK""",7717 GOULBURN VALLEY HIGHWAY,KIALLA,3631
32451118,Vigneron's Licence,CERES BRIDGE ESTATE,CHALLON JOHN MURDOCK,"""EVERLANDS""",84 MERRAWARP ROAD,STONEHAVEN,3221
